bookID,title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher
7624,Lord of the Flies,William Golding,3.68,eng,182,2036679,1999-10-01,Penguin Books
26968,Quicksand,Nella Larsen,3.68,eng,125,181,2006-09-15,Dover Publications
9912,The Rules of Attraction,Bret Easton Ellis,3.68,eng,283,35311,1998-06-30,Vintage Contemporaries
39994,Tuscan Countess: The Life and Extraordinary Times of Matilda of Canossa,Michele K. Spike,3.68,eng,312,51,2004-09-28,Vendome Press
37585,The Lemon Table,Julian Barnes,3.68,eng,241,2043,2005-04-05,Vintage
20252,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,3.68,eng,667,12257,2002-08-27,Spectra Books
33777,Venice: Tales of the City,Michelle Lovric,3.68,eng,464,34,2005-01-20,Abacus
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,eng,312,22251,2006-10-03,HarperCollins
40318,Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,eng,234,10077,2014-02-25,Harper
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,spa,495,38,2006-01-01,Planeta Publishing
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,eng,616,87570,2006-04-18,Farrar  Straus and Giroux (NY)
11033,The Seville Communion,Arturo Pérez-Reverte/Sonia Soto,3.68,eng,400,3912,2004-06-07,Mariner Books
22774,Slightly Settled (Slightly  #2),Wendy Markham,3.68,en-US,312,4756,2004-01-23,Red Dress Ink
43828,The Unauthorized Anne Rice Companion,George Beahm,3.68,eng,246,97,1996-05-01,Andrews and McMeel
29514,The Lost Continent,Edgar Rice Burroughs,3.68,eng,108,1235,2008-07-30,Waking Lion Press
32872,Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,eng,308,3015,2007-01-02,Shaye Areheart Books
24884,The Duplicate,William Sleator,3.68,eng,154,484,1999-06-01,Puffin Books
24888,The Boy Who Couldn't Die,William Sleator,3.68,eng,161,1683,2005-04-01,Harry N. Abrams
5356,The King of Torts,John Grisham,3.68,eng,276,68098,2005-12-27,Delta
6528,Predator (Kay Scarpetta  #14),Patricia Cornwell,3.68,eng,453,23630,2006-10-01,Berkley Publishing Group
1255,Leadership in Organizations,Gary Yukl,3.68,en-GB,542,55,2005-07-07,Prentice Hall
42057,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,3.68,eng,224,5582,2000-07-01,Puffin Books
19619,What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,Ellen Anker/Denise Dersin,3.68,eng,144,49,1999-05-24,Time Life Medical
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,eng,318,53206,1994-01-06,Grove Press
21609,A Separate War and Other Stories,Joe Haldeman/Connie Willis,3.68,en-US,270,342,2006-08-01,Ace Books
11278,Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,en-US,291,1067,2002-08-19,Minotaur Books
43426,Une oeuvre déchirante d'un génie renversant,Dave Eggers/Michelle Herpe-Volinsky,3.68,fre,536,4,2003-04-10,J'ai lu
11285,Vengeance (Joe Kurtz  #1),Dan Simmons,3.68,fre,243,1,2001-10-31,Editions du Rocher
10712,Picture This,Joseph Heller,3.68,en-US,352,1219,2000-03-24,Simon  Schuster
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,eng,485,157572,2001-02-13,Vintage
19476,Be More Chill,Ned Vizzini,3.68,eng,287,9836,2005-09-01,Disney-Hyperion
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,eng,178,203,1999-07-01,One World (UK)
31836,Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,3.68,en-US,288,72,2006-10-25,Open Court
32106,The Convenient Marriage,Georgette Heyer,3.68,eng,272,9272,2005-01-06,Arrow
4263,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,eng,288,393,2001-08-01,Orion Publishing
3834,Innocent Blood,P.D. James,3.68,eng,400,3793,2001-08-02,Scribner
2899,The Pigeon,Patrick Süskind,3.68,eng,77,6254,1989-06-29,Penguin
4140,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,3.68,eng,344,6490,2005-08-01,Simon & Schuster
37734,Wifey / Smart Women,Judy Blume,3.68,eng,560,376,2001-10-02,Pocket Books
35997,Clear Light of Day,Anita Desai,3.68,eng,183,2262,2000-09-12,Mariner Books
37657,The Body in the Lighthouse,Katherine Hall Page,3.68,en-US,352,434,2004-03-30,Avon
27151,Pop Internationalism,Paul Krugman,3.68,eng,221,310,1997-02-24,MIT Press
19352,The Epic of Gilgamesh,Anonymous/Maureen Kovacs,3.68,eng,122,314,1989-08-01,Stanford University Press
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson/Karen Swenson,3.68,eng,320,19,2002-12-21,Routledge
23392,Lost and Found,Alan Dean Foster,3.68,eng,256,722,2005-05-31,Del Rey Books
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,eng,224,2750,1963-12-01,Signet Book
27507,Plan of Attack,Bob Woodward/Alice Mayhew,3.68,eng,480,4603,2004-10-11,Simon & Schuster
10739,The Moviegoer,Walker Percy,3.68,eng,242,21634,1998-04-14,Vintage Books USA
3818,Original Sin: Illuminating the Riddle,Henri Blocher,3.68,eng,158,64,2000-10-02,IVP Academic
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,en-US,108,77,1997-01-28,Association for Supervision & Curriculum Development
19351,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,eng,120,54162,2006-05-04,Penguin Books Limited
7503,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,3.68,ger,728,6,1999-07-01,Wilhelm Goldmann Verlag  GmbH
6670,The Magic Finger,Roald Dahl/Quentin Blake,3.68,eng,67,23558,2001-04-05,Puffin Books
43616,The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,3.68,eng,304,137,2001-08-24,Harlequin Historical
9512,Measure for Measure,William Shakespeare,3.68,eng,224,58,2005-10-27,Penguin Group(CA)
7501,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,3.68,en-GB,634,87,1997-03-03,Abacus
11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,en-US,448,132,2005-07-05,Harper Perennial
45234,The Gun Seller,Hugh Laurie,3.68,eng,340,14495,1998-10-01,Washington Square Press
40005,Hannibal's Children,John Maddox Roberts,3.68,eng,359,204,2003-03-25,Berkley Publishing Group
35116,Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,3.68,eng,358,35,2006-09-05,Del Rey Books
19350,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,eng,127,39,1976-06-01,Amereon Limited
14131,Mao II,Don DeLillo/Marianne Véron,3.68,fre,278,10,2001-10-27,Babel
45092,Agnes Grey,Anne Brontë/Fred Schwarzbach,3.68,eng,224,418,2005-10-01,Barnes  Noble Classics
10566,Lisey's Story,Stephen King,3.68,eng,513,59097,2006-10-24,Scribner
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,eng,230,1136,2006-08-22,Alfred A. Knopf
24188,Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,3.68,eng,96,44,2003-04-01,Alderac Entertainment Group (AEG)
23352,Lord of the Flies,William Golding,3.68,en-US,208,479,1959-07-01,Perfection Learning
26093,Identity,Milan Kundera/Linda Asher,3.68,eng,176,266,1998-04-21,Harper
524,Lord of the Flies,William Golding,3.68,eng,6,408,2005-10-11,Listening Library (Audio)
16271,The Intuitionist,Colson Whitehead,3.68,eng,255,7473,1999-01-04,Anchor Books
18579,Summer of my German Soldier,Bette Greene,3.68,en-US,240,832,2006-04-20,Puffin Books
13276,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,eng,392,39,1988-08-08,Moody Publishers (Chicago)
38564,Boys that Bite (Blood Coven Vampire  #1),Mari Mancusi,3.68,en-US,272,10669,2006-04-04,Berkley
35425,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,Thomas Andrews/Scott Allie,3.68,eng,144,124,2006-11-07,Dark Horse Books
41993,Kiss,Jill Mansell,3.68,eng,512,1587,2000-09-07,Headline Review
7315,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,en-US,480,72,2004-06-08,Atria Books
16187,The Little House,Philippa Gregory,3.68,eng,368,1910,1998-02-01,HarperCollins Publishers
13161,Miracle on the 17th Green (Travis McKinley  #1),James Patterson/Peter de Jonge,3.68,eng,160,3733,1999-05-05,Little Brown and Company
40054,The Tiny One,Eliza Minot,3.68,eng,258,248,2000-10-17,Vintage
3774,The Subterraneans,Jack Kerouac,3.68,eng,192,426,2007-09-06,Penguin Books Ltd
41649,Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,3.68,eng,87,79,1996-07-08,Yearling Books
8091,The Door in the Hedge,Robin McKinley,3.68,eng,224,7941,2003-10-13,Firebird
28635,Identity,Milan Kundera/Linda Asher,3.68,eng,168,13601,1999-04-21,Harper Perennial
13012,Julius Caesar,William Shakespeare/SparkNotes,3.68,eng,256,769,2003-07-03,SparkNotes
13011,Julius Caesar,William Shakespeare/Marvin Spevack/Marga Munkelt,3.68,eng,226,51,2004-05-24,Cambridge University Press
13008,Julius Caesar,William Shakespeare/John   Bowe/Michael Feast/Adrian Lester,3.68,eng,3,53,2005-06-01,Audio Partners
23884,The General in His Labyrinth,Gabriel García Márquez/Edith Grossman,3.68,eng,248,11939,2004-10-26,Everyman's Library
13006,Julius Caesar,William Shakespeare/Roma Gill,3.68,eng,128,138685,2002-10-17,Oxford University Press  USA
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640,4731,2005-05-31,Spectra
7321,The Complete Dream Dictionary,Pamela Ball,3.68,eng,390,36,2000-04-01,Booksales
45195,A Passage to India,E.M. Forster/Oliver Stallybrass/Pankaj Mishra,3.68,eng,376,55810,2005-08-30,Penguin Books
43678,The Anderson Tapes (Deadly Sins #1),Lawrence Sanders,3.68,eng,336,1275,1987-03-15,Berkley
9815,The View from Castle Rock,Alice Munro,3.68,eng,349,3459,2006-11-07,Alfred A. Knopf
14289,Coin Locker Babies,Ryū Murakami/Stephen Snyder,3.68,eng,393,6440,2002-08-09,Kodansha
36573,Ritual Sins,Anne Stuart,3.68,eng,396,682,1997-10-01,Onyx
17294,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,3.68,eng,32,26,2006-09-01,Disney Press
45201,A Passage to India,E.M. Forster,3.68,en-GB,288,441,1998-09-03,Penguin Books
6974,Strange Attractions,Emma Holly,3.68,en-US,312,1221,2005-11-01,Berkley Books
6197,The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,3.69,eng,136,1930,2001-05-06,Princeton University Press
21629,Worlds Apart (Worlds 2),Joe Haldeman,3.69,eng,227,485,1992-06-28,Avon Books (AvoNova)
22120,The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,3.69,eng,232,361,2003-08-11,Yale University Press
27924,The Essential Augustine,Augustine of Hippo/Vernon J. Bourke,3.69,eng,268,114,1978-08-01,Hackett Publishing Company (Indianapolis  IN)
26871,Confessions of an Actor,Laurence Olivier,3.69,eng,348,279,1982-12-31,Simon & Schuster
8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.69,eng,137,38506,2006-08-01,Knopf Publishing Group
11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69,eng,496,467,2003-12-23,Harper Perennial
28480,The Players of Gilean (Dragonlance: Tales from the War of Souls  #2),Margaret Weis/Tracy Hickman/Aron Eisenberg/Jean Rabe/Richard A. Knaak/Douglas Niles/Paul B. Thompson,3.69,eng,340,152,2003-02-01,Wizards of the Coast
4695,The Rabbi,Noah Gordon,3.69,eng,448,921,1987-08-12,Fawcett
22538,JPod,Douglas Coupland,3.69,en-US,448,617,2006-05-16,Bloomsbury
5176,While I Was Gone,Sue Miller,3.69,eng,304,56320,2000-05-12,Ballantine Books
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,en-US,129,65,2000-05-30,Cliffs Notes
247,Quiet Days in Clichy,Henry Miller,3.69,eng,154,3381,1994-01-13,Grove Press
41559,Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,3.69,eng,12,111,1997-10-01,Cartwheel
9365,Atlas Shrugged,Ayn Rand,3.69,en-US,1168,86,1957-10-12,Random House
28356,I'm the One That I Want,Margaret Cho,3.69,eng,228,1459,2002-04-30,Ballantine Books
35287,Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,3.69,eng,249,499,2007-02-27,Harlequin Blaze
15781,Sideways,Rex Pickett,3.69,eng,368,4494,2004-10-01,St. Martin's Griffin
22322,Spook Country (Blue Ant  #2),William Gibson,3.69,eng,371,16342,2007-08-07,Putnam Adult
5352,The Summons,John Grisham,3.69,eng,384,58901,2005-09-27,Delta
18461,Conversations with Jerzy Kosinski,Jerzy Kosiński/Tom Teicholz,3.69,eng,242,26,1993-05-01,University Press of Mississippi
414,Vineland,Thomas Pynchon,3.69,en-US,385,702,1997-09-01,Penguin Classics
15819,While I Was Gone,Sue Miller,3.69,eng,352,239,2002-11-26,Ballantine Books
24297,At the Edge of the World (Crispin  #2),Avi,3.69,en-US,234,2566,2006-08-08,Little  Brown Books for Young Readers
17259,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,3.69,eng,320,183,2007-02-27,Star Trek
18741,One More For The Road,Ray Bradbury,3.69,eng,289,21,2003-04-07,Earthlight
32668,LT's Theory of Pets,Stephen King,3.69,eng,1,2824,2001-08-01,Simon  Schuster Audio
23475,The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,3.69,eng,289,424,2004-09-09,Avery Publishing Group
25781,The Iron Dragon's Daughter,Michael Swanwick,3.69,eng,424,2530,2012-02-28,Avon Books
7896,Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,3.69,eng,342,184,1992-08-15,Minnesota Historical Society Press
5179,Mother of Pearl,Melinda Haynes,3.69,eng,465,19073,2000-06-01,Washington Square Press
44034,Masters of Small Worlds: Yeoman Households  Gender Relations  and the Political Culture of the Antebellum South Carolina Low Country,Stephanie McCurry,3.69,eng,344,98,1997-11-01,Oxford University Press  USA
18556,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Kate Summerscale/Joe Carstairs,3.69,eng,256,393,1999-06-01,Penguin Books
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69,en-US,335,42,1978-07-27,Penguin Classics
20287,Hellstrom's Hive,Frank Herbert,3.69,eng,312,41,1982-03-23,Bantam Books (NY)
33550,Noir: Three Novels of Suspense,Richard Matheson,3.69,eng,385,150,2005-10-01,Forge Books
9669,What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,eng,309,164,2007-05-10,Tarcherperigee
10906,Final Rain (The Survivalist  #19),Jerry Ahern,3.69,eng,220,95,1989-06-01,Zebra
41361,Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,3.69,eng,134,128,2003-08-21,Da Capo Press
2182,Three Tales,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,3.69,eng,110,3190,2005-01-27,Penguin Classics
41121,Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,3.69,eng,640,2099,2007-01-30,Spectra
33896,Thirteen Moons,Charles Frazier,3.69,eng,422,10534,2006-10-03,Random House
24984,Passage,Connie Willis,3.69,eng,780,7331,2002-01-02,Bantam
37954,The Last Dance (87th Precinct  #50),Ed McBain,3.69,eng,336,752,2000-12-01,Pocket Books
27727,The Greek's Royal Mistress (Princess Brides  #2),Jane Porter,3.69,eng,192,167,2004-09-24,Harlequin Presents
25198,Rouse Up  O Young Men of the New Age!,Kenzaburō Ōe,3.69,eng,272,282,2003-07-10,Atlantic Books
35826,Of Tender Sin,David Goodis/Adrian Wootton,3.69,en-US,181,150,2001-02-16,Serpent's Tail
26638,Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Dennis Slifer/R. Carlos Nakai,3.69,eng,240,19,2007-04-05,Gibbs Smith
8988,Jesus Freaks,Andre Duza,3.69,eng,390,55,2006-04-20,Deadite Press (Eraserhead Press)
5975,The Fall of a Sparrow,Robert Hellenga,3.69,eng,464,824,1999-07-06,Scribner
40884,Galactic Effectuator,Jack Vance,3.69,eng,219,286,1981-11-01,Ace
411,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,2161,1999-04-01,Harper Perennial
11876,Set This House On Fire,William Styron,3.69,eng,567,566,2001-04-05,Vintage Classics
21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,3.69,eng,224,70,2001-12-16,Thomas Nelson
22725,Une vie de rêve,Marian Keyes,3.69,fre,593,11,2005-05-04,Pocket
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,eng,128,4833,2004-12-28,Anchor
36216,Fergus and the Night-Demon,Jim  Murphy/John Manders,3.69,en-US,32,81,2006-09-18,Clarion Books
5981,Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,3.69,eng,160,205,2002-12-30,Puffin Books
21188,Wanted!,Caroline B. Cooney,3.69,en-US,230,1969,1997-07-01,Scholastic Paperbacks
44145,The Bar on the Seine,Georges Simenon/David Watson,3.69,en-US,160,380,2006-12-26,Penguin Books
34462,Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,3.69,en-GB,237,3825,2001-04-10,Vintage
31491,The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,eng,544,15840,2009-05-05,Signet
45630,Whores for Gloria,William T. Vollmann,3.69,en-US,160,932,1994-02-01,Penguin Books
8373,El Reino Animal,Sergio Ramírez,3.69,spa,256,16,2006-07-01,Alfaguara
23219,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,eng,309,60787,2006-05-23,William Morrow
9361,Atlas Shrugged,Ayn Rand,3.69,eng,1176,941,2005-04-21,Dutton
2319,The Witches of Worm,Zilpha Keatley Snyder,3.69,eng,183,40,1991-05-01,Dell Yearling
9362,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,1192,340,2004-12-28,NAL
2794,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,57011,2006-10-17,Harper Perennial
32854,Final Payments,Mary Gordon,3.69,eng,304,551,2006-06-06,Anchor
36067,Your Cheatin' Heart,Nancy Bartholomew,3.69,eng,336,72,2000-02-02,HarperTorch
37900,Turn of the Cards (Wild Cards  #12),George R.R. Martin/Victor Milán,3.69,eng,432,567,1993-01-01,Spectra
9363,Atlas Shrugged,Ayn Rand,3.69,eng,1074,912,1992-03-03,Signet
14236,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.69,eng,449,3261,2003-03-15,Atlantic Books
5159,Here on Earth,Alice Hoffman,3.69,eng,336,43028,1999-07-01,Berkley
662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,1168,322483,1999-08-01,Plume
5158,A Virtuous Woman,Kaye Gibbons,3.69,eng,165,23170,1997-11-05,Vintage
11157,Four Mothers,Shifra Horn/Dalya Bilu,3.69,eng,276,204,2000-06-10,Picador
9236,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.69,eng,160,41,2000-09-01,Starcatcher Press
14865,Vanishing Acts,Jodi Picoult,3.69,eng,426,87109,2005-11-15,Washington Square Press
39311,Brand New Justice: How Branding Places and Products Can Help the Developing World,Simon Anholt,3.69,en-US,184,15,2005-01-15,Routledge
42311,Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,3.69,eng,64,10,1991-11-01,Puffin
3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,eng,128,24,2000-12-14,Cliffs Notes
28749,The Brief and Frightening Reign of Phil,George Saunders,3.7,eng,130,5157,2005-09-06,Riverhead Books
8713,Point to Point Navigation,Gore Vidal,3.7,eng,277,621,2006-11-07,Doubleday Books
23226,She Went All the Way,Meg Cabot,3.7,eng,357,12470,2002-12-03,Avon
23240,Aphrodite's Secret (Superhero Central #3),Julie Kenner,3.7,eng,369,410,2003-05-06,Love Spell
40067,Thunderstruck,Erik Larson,3.7,eng,463,30574,2006-10-24,Crown Publishing Group (NY)
23533,Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,3.7,en-US,296,582,2005-04-26,Nicholas Brealey
8247,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,3.7,eng,304,35,1997-11-21,University of Massachusetts Press
40220,Godslayer (The Sundering  #2),Jacqueline Carey,3.7,en-US,404,2868,2006-06-27,Tor Books
33853,Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker,Carolyn Meyer,3.7,eng,208,642,1992-10-15,HMH Books for Young Readers
14712,Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,3.7,eng,370,88,1991-12-01,Bloomsbury Academic
15862,Estado De Miedo,Michael Crichton,3.7,spa,685,2,2005-06-30,Plaza & Janés Mexico
44002,Never Far From Nowhere,Andrea Levy,3.7,eng,282,648,1996-08-08,Tinder Press
42341,Arthur and the Lost Kingdoms,Alistair Moffat,3.7,eng,282,59,1999-12-31,Orion Publishing Group
13747,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,3.7,eng,310,136123,2005-09-01,Little Brown and Company
13746,Julie and Julia: My Year of Cooking Dangerously,Julie Powell,3.7,en-US,307,2261,2006-09-07,Back Bay Books
28411,His Excellency (Les Rougon-Macquart  #6),Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,3.7,eng,364,44,2006-09-28,MONDIAL
13648,Gifts (Annals of the Western Shore  #1),Ursula K. Le Guin,3.7,eng,286,6666,2006-04-01,Harcourt
44133,The Winter's Tale,William Shakespeare/Susan Snyder/Deborah T. Curren-Aquino,3.7,eng,279,18126,2007-03-01,Cambridge University Press
5824,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,eng,96,110,2005-06-01,Titan Books
26696,Time for Revolution,Antonio Negri/Matteo Mandarini,3.7,eng,271,45,2005-05-01,Bloomsbury Academic
16479,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,eng,377,232,1998-06-01,Baen
16503,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.7,eng,352,150,2002-04-15,Tor Books
13519,The Journey to the East,Hermann Hesse/Hilda Rosner,3.7,eng,128,8071,2003-02-01,Picador
15058,I'm Telling You Stories: Jeanette Winterson and the Politics of Reading (Postmodern Studies 25),Helena Grice/Tim Woods,3.7,eng,136,10,1998-01-01,Brill/Rodopi
16609,Leviathan,Thomas Hobbes/Edwin M. Curley,3.7,eng,672,500,1994-03-01,Hackett Publishing Company  Inc.
13446,El retrato de Rose Madder,Stephen King/Bettina Blanch Tyroller,3.7,spa,496,218,2006-10-03,Debolsillo
5360,A Painted House,John Grisham,3.7,eng,384,67857,2004-02-03,Bantam
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,en-US,388,19427,1988-06-01,Ace Books
25879,Castlevania: Curse of Darkness Official Strategy Guide,Brady Games,3.7,eng,176,10,2005-10-28,BradyGames
25812,The Ruby Ring,Diane Haeger,3.7,eng,371,1070,2005-04-05,Broadway Books
12885,Lost in the Funhouse,John Barth,3.7,eng,205,5052,1988-03-01,Anchor Books
17296,Music of the Meadow (Little Einsteins Early Reader),Susan Ring/Kelly Preston/Katie Nix,3.7,eng,28,26,2006-09-01,Disney Press
42148,Kissing the Beehive (Crane's View  #1),Jonathan Carroll,3.7,eng,256,808,2000-08-10,Orion
23042,Visiting Mrs Nabokov and Other Excursions,Martin Amis,3.7,eng,288,545,2005-04-07,Vintage
17645,The Penelopiad,Margaret Atwood/Laurel Merlington,3.7,eng,198,29315,2005-10-05,Canongate U.S.
17646,The Tent,Margaret Atwood,3.7,eng,159,5061,2006-01-01,Nan A. Talese
28764,The Chain of Chance,Stanisław Lem/Louis Iribarne,3.7,en-US,179,505,2000-03-28,Northwestern University Press
32893,Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,3.7,eng,112,113,2000-10-17,Scribner
6483,Rob Roy,Walter Scott/Lockhart Bogle,3.7,eng,576,26,2002-07-09,Modern Library
17803,After Dark,Haruki Murakami/Jay Rubin,3.7,eng,191,80308,2007-05-08,Knopf Publishing Group
28827,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,3.7,eng,371,833,2006-08-03,Penguin Press
32709,Now and on Earth,Jim Thompson/Stephen King,3.7,eng,320,339,1994-02-01,Vintage
18013,The Pirate Dictionary,Terry Breverton,3.7,eng,189,51,2004-07-31,Pelican Publishing Company
25376,The Mystery Method: How to Get Beautiful Women Into Bed,Mystery/Neil Strauss,3.7,en-US,240,2208,2007-02-06,St. Martin's Press
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes,3.7,en-GB,88,10,1965-01-05,Cliffs Notes
41231,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,en-US,210,3095,2000-03-16,Basic Books
5190,Open House,Elizabeth Berg,3.7,eng,272,54119,2001-05-01,Ballantine Books
37552,Beyond Seduction (Beyond Duet  #2),Emma Holly,3.7,eng,297,1329,2002-06-28,Jove
6856,Manhunt,Janet Evanovich,3.7,eng,219,12152,2005-11-29,HarperTorch
32202,Asfixia,Chuck Palahniuk,3.7,eng,336,47,2006-09-01,Debolsillo
6904,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.7,eng,228,22,2000-02-01,Poisoned Pen Press
3476,Icy Sparks,Gwyn Hyman Rubio,3.7,eng,320,37936,2001-03-08,Penguin Books
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,eng,144,740,2005-07-01,Simon  Schuster
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.7,eng,382,4171,2006-09-01,Ten Speed Press
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,grc,214,218,2006-08-01,Cambridge University Press
19062,Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,eng,256,4327,2004-06-01,Push
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,eng,75,141555,2006-06-22,Prestwick House - (Literary Touchstone Classic)
43335,All Through the Night,Mary Higgins Clark,3.7,en-US,256,6332,1999-10-01,Pocket Books
