bookID,title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher
36533,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass,4.02,eng,208,63,2004-11-01,Simon  Schuster
13040,Siddhartha,Hermann Hesse,4.02,eng,132,514,1993-02-02,Turtleback Books
22082,Jurassic Park,Michael Crichton,4.02,en-US,400,27,1997-06-23,Ballantine Books
9786,Women Who Love Too Much,Robin Norwood,4.02,eng,314,267,2004-09-02,Arrow
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,eng,320,4545,2006-09-19,Knopf
18850,On Being Ill,Virginia Woolf/Hermione Lee,4.02,eng,63,1083,2002-10-01,Paris Press
17011,A Devilish Dilemma,Judith A. Lansdowne,4.02,eng,288,54,1998-01-01,Zebra
21062,A Rose for the Crown,Anne Easter Smith,4.02,eng,650,4685,2006-03-14,Simon & Schuster
20971,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,4.02,eng,1,338,1995-06-01,Hay House
27168,Island Of Bones (Louis Kincaid  #5),P.J. Parrish,4.02,eng,384,586,2004-01-01,Pinnacle
3782,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,eng,272,4461,1994-11-15,Yearling
20942,Shakespeare: The Invention of the Human,Harold Bloom,4.02,eng,745,3001,1999-09-01,The Berkley Publishing Group
33353,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),4.02,eng,276,8606,2006-09-05,Harmony
902,The Westing Game,Ellen Raskin,4.02,eng,182,142121,2004-04-12,Puffin
13155,3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,4.02,eng,352,268,2005-05-20,Grand Central Publishing
39623,The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,4.02,eng,305,1006,2006-11-28,St. Martin's Paperbacks
5420,'Salem's Lot,Stephen King,4.02,eng,586,25,2010-10-06,Hodder & Stoughton Ltd
22485,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,eng,176,173,2007-02-06,Harper Perennial
22542,Merlin's Tour of the Universe,Neil deGrasse Tyson,4.02,eng,318,305,1997-07-14,Main Street Books
5419,'Salem's Lot,Stephen King,4.02,en-US,427,178,1979-11-13,Signet
37277,A Scandalous Life: The Biography of Jane Digby,Mary S. Lovell,4.02,en-US,365,850,2003-06-02,Fourth Estate
36303,'Salem's Lot,Stephen King,4.02,eng,427,186,1976-08-01,Signet
13398,Operation Barracuda (Tom Clancy's Splinter Cell  #2),David  Michaels/Raymond Benson/Tom Clancy,4.02,eng,326,5062,2005-11-01,Berkley
20645,Terry Jones' Medieval Lives,Terry Jones/Alan Ereira,4.02,eng,240,1950,2005-05-05,BBC Books
30370,Texas! Sage (Texas! Tyler Family Saga  #3),Sandra Brown,4.02,eng,352,6114,1992-02-01,Bantam
17319,The Oath (Dismas Hardy  #8),John Lescroart,4.02,eng,468,2781,2003-01-07,Signet
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,eng,672,11246,2003-06-03,Del Rey
16621,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,4.02,eng,722,390,2002-04-01,University of Chicago Press
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,eng,992,18925,2003-04-24,Penguin Classics
8840,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,eng,560,208,2006-02-07,Holt Paperbacks
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,eng,289,609271,2005-08-01,Cambridge University Press
17320,Wind Rider's Oath (War God  #3),David Weber,4.02,eng,570,2774,2005-08-01,Baen
30337,Midnight Predator,Amelia Atwater-Rhodes,4.02,eng,256,8039,2003-12-09,Laurel Leaf Library
5415,'Salem's Lot,Stephen King,4.02,eng,405,1039,1975-10-17,Doubleday
5414,'Salem's Lot,Stephen King/Ron McLarty,4.02,eng,17,227,2004-01-19,Simon & Schuster Audio
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,eng,211,1506,2006-01-18,Digital Manga Publishing / Dark Horse
4326,End Game (Dreamland  #8),Dale Brown/Jim DeFelice,4.02,eng,432,327,2006-10-31,HarperTorch
23063,The Pleasure of the Text,Roland Barthes/Richard Miller,4.02,eng,80,19,1976-02-12,Jonathan Cape
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,eng,148,1658,2001-12-01,Penguin Books
5168,Where the Heart Is,Billie Letts,4.02,eng,376,227716,1998-06-01,Grand Central Publishing
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,eng,240,102,2000-05-29,Cliffs Notes
2102,Stephen Hawking's Universe,John Boslough,4.02,eng,160,674,1989-06-01,Avon
18350,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02,eng,180,520,1976-04-01,Mariner Books
40048,Un rôle qui me convient,Richard Russo/Jean-Luc Piningre,4.02,fre,430,6,2002-08-29,Éditions 10/18
30281,Guilty Pleasures (Anita Blake  Vampire Hunter  #1),Laurell K. Hamilton,4.02,eng,355,115364,2004-08-03,Berkley
13517,C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,4.02,eng,142,405,1997-01-01,Daimon Verlag
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,eng,384,2519,2007-01-09,William Morrow
34771,Red Phoenix,Larry Bond,4.02,en-US,791,26,1995-04-25,Warner Books (NY)
43564,Face Off: How to Draw Amazing Caricatures & Comic Portraits,Harry Hamernik,4.02,eng,127,67,2006-09-27,Impact
23468,Letters to a Young Artist,Anna Deavere Smith,4.02,eng,240,543,2006-01-24,Anchor
8417,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,4.02,eng,64,5,2000-06-14,DK Children
14817,A Scanner Darkly,Philip K. Dick,4.02,eng,219,70604,2006-08-17,Gollancz
23545,Watchmen on the Walls,Hannah Hurnard,4.02,eng,184,39,1998-03-01,B&H Publishing Group
23547,America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,4.02,en-GB,227,1827,2006-09-25,Warner Books
23640,Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo/Neil D. Isaacs,4.02,eng,304,2067,2005-05-12,Mariner Books
2896,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,ger,321,9674,1994-06-01,Diogenes
33538,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,4.02,eng,71,469,1997-04-22,Dover Publications
32975,Nancy Drew: Girl Detective: #1-4,Carolyn Keene,4.02,eng,640,2167,2004-10-01,Aladdin
2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,eng,255,1124,2001-02-13,Vintage International
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,eng,355,27697,2006-09-12,Ballantine Books
12724,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,4.02,eng,672,6509,2006-10-03,Penguin Books
33559,Bloodlines,Richard Matheson/Mark Dawidziak,4.02,eng,520,42,2007-01-01,Gauntlet Press
29932,When Smoke Ran Like Water: Tales Of Environmental Deception And The Battle Against Pollution,Devra Davis/Mitchell Gaynor,4.02,en-US,352,249,2003-12-25,Basic Books
35781,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,4.02,eng,446,531,2003-07-01,Wiley
8019,Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,4.02,eng,32,207,2007-01-11,Price Stern Sloan
44446,Great Russian Short Stories,Paul Negri/Alexander Pushkin/Maxim Gorky/Aleksandr Ivanovich Kuprin/Leonid Andreyev/Nikolai Gogol/Ivan Turgenev/Fyodor Dostoyevsky/Leo Tolstoy/Nicholay Leskov/Vsevolod Garshin/Anton Chekhov/Theodor Sologub,4.02,eng,208,162,2003-07-29,Dover Publications
23925,18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,4.02,eng,288,412,1965-04-15,Dell
27306,Islam: A Short History,Karen Armstrong,4.02,eng,230,7660,2002-08-06,Modern Library
31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,eng,352,9377,2000-04-05,Mariner Books
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.02,eng,566,368195,2005-03-24,Orion
24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,4.02,eng,320,1373,2006-03-21,Crown Business
44255,Toujours Provence,Peter Mayle,4.02,eng,241,25092,1992-06-02,Vintage
24173,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,4.02,en-US,80,625,2005-07-01,Simon  Schuster/Paula Wiseman Books
24196,The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,4.02,eng,144,1551,2002-01-08,Yearling
15154,The Collectors (Camel Club  #2),David Baldacci,4.02,en-US,438,34462,2006-10-18,Warner Books
24218,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,eng,208,65,2003-03-01,Candlewick Press
24221,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,eng,207,226,1999-10-06,Candlewick Press (MA)
19661,Family Matters,Rohinton Mistry,4.02,eng,500,19200,2003-11-18,Vintage
1725,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02,eng,400,98,1929-01-01,Harvard University Press
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.02,spa,480,451443,2006-04-04,Plaza y Janes
16177,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,en-US,288,1958,2003-01-07,Three Rivers Press (CA)
24378,His Dark Materials,Nicholas Wright/Philip Pullman,4.02,eng,236,38,2004-04-01,Nick Hern Books
24379,His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,4.02,eng,192,17,2005-04-01,Nick Hern Books
24384,The Cricket in Times Square,George Selden/Garth Williams,4.02,eng,134,55747,1999-05-11,Yearling
38154,Orlando Furioso,Ludovico Ariosto/Guido Waldman,4.02,eng,656,2339,1999-01-28,Oxford University Press
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,spa,239,4136,2002-06-01,Booket
43399,Prepared for the Worst: Selected Essays and Minority Reports,Christopher Hitchens,4.02,eng,365,164,1988-11-01,Hill & Wang Publ. (NY)
24497,No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,eng,512,456,1990-05-19,Ballantine
18185,The Pillow Book,Sei Shōnagon/Ivan Morris,4.02,eng,419,3786,1991-12-30,Columbia University Press
3325,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,eng,188,13,1993-08-23,Hodder Children's Books
16047,A Thread of Grace,Mary Doria Russell,4.02,eng,442,11782,2005-12-06,Ballantine Books
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,eng,456,84,1996-05-23,Oxford University Press  USA
43278,Creating a Life Worth Living,Carol Lloyd,4.02,eng,336,353,1997-08-02,William Morrow Paperbacks
11279,Summer of Night (Seasons of Horror  #1),Dan Simmons,4.02,eng,600,16116,1992-03-01,Warner Books
40888,The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,4.02,eng,448,8,2001-06-23,Tor Books
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,en-US,171,712,1969-05-15,University of Chicago Press
40969,Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,en-US,229,583,2004-03-09,Random House Trade Paperbacks
40992,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,eng,413,13211,1994-10-15,Orb Books
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,eng,287,81,1996-10-03,Puffin
14535,El Perfume: Historia De Un Asesino,Patrick Süskind,4.02,spa,312,17,2018-02-19,Planeta Publishing
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,eng,304,77,2004-10-07,Oxford University Press  USA
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,eng,335,28726,1984-02-07,Penguin Classics
29173,The Dragons at War (Dragonlance Dragons  #2),Margaret Weis/Tracy Hickman/Adam Lesh,4.02,eng,339,2909,1996-05-01,TSR Inc./Wizards of the Coast
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,eng,224,303,1998-09-15,Hackett Publishing Company  Inc.
1525,The Oresteia,Aeschylus/Ted Hughes,4.02,en-US,208,215,2004-09-04,Farrar  Straus and Giroux
13879,Shards of a Broken Crown (The Serpentwar Saga  #4),Raymond E. Feist,4.02,en-US,417,131,1998-04-01,AvonEos
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,eng,178,12,1997-11-01,University of Pennsylvania Press
29155,Yakitate!! Japan  Volume 5,Takashi Hashiguchi,4.02,en-US,208,247,2007-05-08,VIZ Media LLC
24905,Pilgermann,Russell Hoban,4.02,en-GB,240,256,2002-01-02,Bloomsbury Publishing PLC
24942,My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,4.02,eng,438,1583,2005-02-25,Aurum
12615,Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,4.02,eng,103,4332,2002-09-03,Seven Stories Press
2536,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,eng,384,3826,1998-09-17,Vintage Classics
7041,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,4.02,eng,198,480,2004-04-20,Pantheon Books
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.02,eng,344,48,2000-02-01,Rutgers University Press
7006,Hamlet,William Shakespeare,4.02,eng,352,9,2003-07-03,SparkNotes
15796,Charms for the Easy Life,Kaye Gibbons,4.02,eng,272,11168,2005-07-01,Harper Perennial
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,eng,127,63,2004-01-20,Everyman's Library
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,eng,151,89,1996-09-24,Dover Publications
33820,Up Country,Nelson DeMille,4.02,eng,880,14537,2003-04-01,Vision
6794,Cloud Atlas,David Mitchell,4.02,eng,529,6985,2005-02-21,Sceptre
42589,Shoot the Piano Player,David Goodis,4.02,eng,158,2768,1990-10-03,Vintage Crime/Black Lizard
13993,Joust (Dragon Jousters  #1),Mercedes Lackey,4.02,eng,448,10113,2004-03-02,DAW
18018,Jill the Reckless,P.G. Wodehouse,4.02,eng,290,666,2005-04-07,Harry N. Abrams
19173,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,4.02,eng,399,764,1985-05-30,Penguin Classics
25419,When I Was Puerto Rican,Esmeralda Santiago,4.02,eng,274,8632,1994-10-11,Vintage Books USA
12049,The Spider's House,Paul Bowles/Francine Prose,4.02,eng,432,1123,2006-10-31,Ecco
13998,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,4.02,en-US,412,10781,1996-10-01,DAW
15655,The Kindness of Strangers,Katrina Kittle,4.02,en-US,400,11669,2007-01-02,William Morrow Paperbacks
25495,Psychoanalysis and Religion,Erich Fromm/محمود منقذ الهاشمي,4.02,en-US,126,865,1959-09-10,Yale University Press (New Haven  CT)
28805,Ballad of the Whiskey Robber: A True Story of Bank Heists  Ice Hockey  Transylvanian Pelt Smuggling  Moonlighting Detectives  and Broken Hearts,Julian Rubinstein,4.02,eng,352,3448,2005-09-13,Back Bay Books
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,eng,342,193117,2003-12-30,Pocket Books
6511,Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,4.02,eng,167,253,2000-02-21,Faber & Faber
28796,The Song of Rhiannon,Evangeline Walton,4.02,eng,208,255,1992-09-01,Collier Books
19171,Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,eng,413,460,2004-08-03,Bantam Books
19164,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,ita,704,15675,2004-04-08,Oxford University Press  USA
43910,The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,4.02,en-GB,465,131,1992-10-18,Doubleday
19137,'Salem's Lot,Stephen King,4.02,eng,817,18,1976-08-01,Signet
19136,El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,spa,509,16,2002-12-17,Plaza & Janes Editores  S.A.
19135,'Salem's Lot,Stephen King/Ron McLarty,4.02,en-US,0,56,2004-01-19,Simon & Schuster Audio
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,en-US,388,369,1981-08-30,Penguin Classics
12378,The People's Tycoon: Henry Ford and the American Century,Steven Watts,4.02,eng,656,309,2006-10-10,Vintage
6220,The Wreath (Kristin Lavransdatter  #1),Sigrid Undset/Tiina Nunnally,4.02,eng,305,3831,1997-12-01,Penguin Classics
18077,Piccadilly Jim,P.G. Wodehouse,4.02,eng,302,2673,2004-10-21,Harry N. Abrams
37700,Alice's Adventures in Wonderland,Lewis Carroll/Richard  Kelly,4.02,eng,356,73,2000-09-13,Broadview Press Inc
26092,Double Identity,Margaret Peterson Haddix,4.02,eng,224,276,2005-10-01,Simon  Schuster Books for Young Readers
2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,eng,199,66,1995-09-20,Prima Lifestyles
6129,Siddhartha,Hermann Hesse,4.02,fre,160,590,1975-10-31,Le Livre de Poche
6115,Siddhartha,Hermann Hesse/Joachim Neugroschel/Ralph Freedman,4.02,eng,132,1104,2002-12-31,Penguin Books
6112,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,eng,129,888,2006-07-18,Modern Library
41684,The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,4.02,eng,368,78036,2005-05-03,Signet Classics
14179,The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould/Ashley Wood/Max Allan Collins,4.02,eng,352,168,2012-01-03,Library of American Comics
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02,eng,32,92,1978-03-01,Holt  Rinehart and Winston  Inc.
26240,Revolutionary Girl Utena  Vol. 5: To Blossom,Chiho Saito/Lillian Olsen/Be-Papas,4.02,eng,168,1017,2004-03-03,VIZ Media LLC
43339,Where Are the Children?,Mary Higgins Clark,4.02,eng,304,39738,2005-07-01,Pocket Books
43925,The Final Detail (Myron Bolitar  #6),Harlan Coben,4.02,eng,344,157,2005-05-01,Orion
41704,Shock Wave (Dirk Pitt  #13),Clive Cussler,4.02,eng,537,14019,1996-01-01,Downtown Press
11933,Tamsin,Peter S. Beagle,4.02,eng,288,3033,1999-10-01,Firebird
12009,The Algebraist,Iain M. Banks,4.02,eng,434,15363,2006-06-01,Night Shade Books
32108,The Talisman Ring,Georgette Heyer,4.02,eng,268,5550,2005-01-06,Arrow
42376,Theater Shoes,Noel Streatfeild/Diane Goode,4.02,en-US,252,85,1999-11-01,Sagebrush
21425,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,4.02,eng,7,76,2004-03-01,Hachette Audio
3830,A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,eng,459,10304,2005-11-08,Vintage
36530,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass/David W. Blight,4.02,eng,188,501,2002-12-25,Bedford Books
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.02,eng,541,56290,2006-10-10,Vintage
36532,Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass/Gregory Stephens/Peter J. Gomes,4.02,eng,144,438,2005-06-07,Signet Book
10084,River of Blue Fire (Otherland  #2),Tad Williams,4.02,eng,675,13383,1999-09-01,Daw Books
10050,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,eng,512,8257,2001-01-01,Broadway Books
17118,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,4.02,eng,62,81,1996-03-01,Dramatists Play Service
12990,Red: Passion and Patience in the Desert,Terry Tempest Williams,4.02,eng,288,1309,2002-10-08,Vintage
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,4.02,en-US,264,61,1990-08-22,Da Capo Press
10445,Too Far to Go: The Maples Stories,John Updike,4.02,eng,256,361,1982-06-12,Fawcett Books
33185,Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,4.02,eng,249,822,2003-09-10,Yale University Press
27002,First Among Sequels (Thursday Next  #5),Jasper Fforde,4.02,eng,363,20630,2007-07-24,Viking Adult
33186,Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,4.02,eng,270,149,2003-04-21,Cambridge University Press/The New Cambridge Shakespeare
13028,Alice In Wonderland,Lewis Carroll/John Tenniel,4.02,eng,160,143,2001-09-01,Scholastic Paperbacks
30652,Marx's Concept of Man,Erich Fromm/T.B. Bottomore,4.02,en-US,224,556,2004-12-09,Bloomsbury Academic
35553,Shout! The Beatles in Their Generation,Philip Norman,4.03,eng,546,4624,2005-02-15,Fireside
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,en-US,368,686,1997-11-14,Mariner Books
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,spa,480,0,2006-05-01,Geoplaneta
30968,Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri/Stephen Sartarelli,4.03,eng,304,3393,2005-02-01,Penguin Books
15584,Cosmos,Witold Gombrowicz/Danuta Borchardt,4.03,eng,208,1896,2005-10-10,Yale University Press
32572,The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03,eng,191,132,2004-09-20,Barnes  Noble Classics
32574,The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03,eng,227,61,1993-12-01,Scribner Book Company
30969,Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri/Stephen Sartarelli,4.03,eng,249,3907,2004-06-29,Penguin
9571,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,en-US,415,335,2000-05-02,Bantam Books
13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,eng,752,1396,2001-07-17,Cooper Square Publishers
19134,Moral Politics: How Liberals and Conservatives Think,George Lakoff,4.03,eng,471,1260,2002-05-01,University Of Chicago Press
27693,The Moonspinners,Mary  Stewart,4.03,eng,400,6019,2003-11-25,HarperTorch
18334,Kentucky Straight: Stories,Chris Offutt,4.03,eng,192,876,1992-10-27,Vintage
35710,Margot Fonteyn,Meredith Daneman,4.03,eng,704,256,2005-08-04,Penguin
44933,Breaking the Maya Code,Michael D. Coe,4.03,eng,304,402,1999-10-01,Thames  Hudson
8014,Mr. Bump,Roger Hargreaves,4.03,eng,32,1701,1998-03-23,Price Stern Sloan
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,4.03,eng,240,40400,2002-07-09,McGraw-Hill Education
3463,A Bend in the Road,Nicholas Sparks,4.03,eng,341,125693,2005-04-01,Grand Central Publishing
13990,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,4.03,eng,428,11193,1995-09-01,Daw Books
4435,Dry,Augusten Burroughs,4.03,eng,295,1158,2005-03-01,Atlantic
34262,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,4.03,eng,452,66017,2006-05-01,Disney-Hyperion
31985,X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,en-US,192,1092,2003-04-30,VIZ Media LLC
11752,Lost in the City,Edward P. Jones,4.03,eng,268,2228,2004-11-30,Amistad Press
9813,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,en-US,272,4701,1977-03-28,Mariner Books
32370,Dry,Augusten Burroughs,4.03,eng,293,77100,2004-04-01,Picador USA
19335,Beatrix Potter: A Life in Nature,Linda Lear,4.03,eng,584,1328,2007-01-09,St. Martin's Press
5219,The Bluest Eye,Toni Morrison,4.03,eng,216,3420,2000-04-27,Plume Books
3465,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,eng,368,36784,2006-01-03,Grand Central Publishing
41805,I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,eng,288,26,2004-05-01,iBooks
17918,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,4.03,eng,211,78,1996-04-15,Faber & Faber
7723,The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,4.03,eng,224,38114,2003-07-01,Barnes  Noble Classics
15351,The Return of the Shadow: The History of The Lord of the Rings  Part One (The History of Middle-Earth  #6),J.R.R. Tolkien/Christopher Tolkien,4.03,eng,512,2343,2000-09-01,Houghton Mifflin
10372,Summer of the Monkeys,Wilson Rawls,4.03,eng,288,11150,1998-12-29,Yearling
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,eng,206,9197,2003-03-27,Penguin Books
30336,Shattered Mirror,Amelia Atwater-Rhodes,4.03,eng,240,9408,2003-07-08,Laurel Leaf
34507,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.03,eng,228,110062,2005-09-13,Harper Perennial
26950,The Custom of the Country,Edith Wharton/Linda Wagner-Martin,4.03,eng,370,7717,2006-09-28,Penguin Classics
41977,Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,4.03,eng,722,51839,2006-06-01,Arrow
32060,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,en-GB,303,85,1961-07-10,Penguin/Viking Compass (Non-Classics)
8766,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,eng,217,506,2006-12-26,Ballantine Books
12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castañeda,4.03,eng,304,956,2001-01-01,Washington Square Press
3871,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,en-US,270,1604,2004-11-01,Regnery Publishing
13023,Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,eng,92,364782,2004-09-07,Gramercy Books
8213,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,eng,248,75,2006-11-15,University of Chicago Press
35081,Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,4.03,eng,75,111,1995-10-01,Thomas Publications (PA)
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,en-US,445,24792,2001-05-29,Bantam
7724,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,4.03,eng,88,2474,1996-04-12,Dover Publications
18947,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,eng,362,524,2006-08-01,John Wiley
44824,Exiled in Paris: Richard Wright  James Baldwin  Samuel Beckett and Others on the Left Bank,James    Campbell,4.03,eng,304,35,2003-02-01,University of California Press
